Switch ID,Port Number,Received Packets,Received Bytes,Sent Bytes,Sent Packets,Port alive Duration (S),Delta Received Packets,Delta Received Bytes,Delta Sent Bytes,Delta Sent Packets,Delta Port alive Duration (S),Connection Point,Total Load/Rate,Total Load/Latest,Unknown Load/Rate,Unknown Load/Latest,Latest bytes counter,Active Flow Entries,Packets Looked Up,Packets Matched,Label
of:0000000000000005,Port#:3,129,16984,6327019,395,136,2,278,2101596,61,5,1,0,0,0,0,0,6,65440,65337,PortScan
of:0000000000000004,Port#:1,98,13003,6324413,392,96,2,280,278,2,5,4,630248,6303287,630248,6303287,630248,7,971,874,TCP-SYN
of:0000000000000008,Port#:2,733,12643756,21720,164,191,31,788915,278,2,5,2,0,0,0,0,0,5,1793,1685,TCP-SYN
of:0000000000000001,Port#:3,2882,19159424,215644,1558,2387,58,4268,278,2,5,2,630337,6310393,630337,6310393,630337,7,13633,13504,Blackhole
of:000000000000000a,Port#:1,230267,37614127,25053101,230367,291,5435,293490,293770,5437,5,1,0,0,0,0,0,8,462831,462721,PortScan
of:0000000000000003,Port#:2,11,926,15601,118,121,0,0,626,5,5,1,0,0,0,0,0,6,1205,1117,PortScan
of:000000000000000c,Port#:2,681,12629848,18953328,953,251,0,0,280,2,5,2,0,0,0,0,0,10,8802,8692,TCP-SYN
of:0000000000000003,Port#:1,391,49121,18840387,1102,484,2,278,6171438,162,5,5,0,0,0,0,0,9,5603,5445,Diversion
of:0000000000000004,Port#:3,4561,69620237,6521694,1901,2212,4,556,556,4,5,3,0,0,0,0,0,5,12523,12391,Blackhole
of:0000000000000008,Port#:3,136949,38888982,36494,330,261,5519,4232164,759,5,4,3,0,0,0,0,0,8,139215,139105,PortScan
of:0000000000000001,Port#:4,2215,50484323,44366648,3653,2296,0,0,556,4,5,1,0,0,0,0,0,6,14714,14587,Blackhole
of:0000000000000008,Port#:3,140766,32802960,6340651,515,261,4,560,626,5,5,3,0,0,0,0,0,6,142944,142822,PortScan
of:000000000000000c,Port#:3,175870,76738631,68773169,285812,1377,4,556,280,2,4,3,0,0,0,0,0,6,650457,650331,Normal
of:0000000000000004,Port#:2,287893,144538300,25584306,305721,2430,4,556,278,2,5,4,-717,0,-717,0,-717,6,963966,963822,Normal
of:0000000000000003,Port#:3,1442,6379364,12577,94,91,159,2107059,556,4,5,3,0,0,0,0,0,8,3094,3000,TCP-SYN
of:0000000000000007,Port#:3,3150,25514163,107597464,7432,2876,2,278,278,2,5,3,0,0,0,0,0,5,15779,15641,Blackhole
of:0000000000000001,Port#:1,48,3516,19892,190,136,0,0,280,2,5,1,0,0,0,0,0,6,1915,1819,Blackhole
of:000000000000000b,Port#:1,3820,88336200,82335384,5861,3257,0,0,560,4,4,2,0,0,0,0,0,7,13231,13061,Diversion
of:0000000000000006,Port#:1,3440,50660969,50698938,3995,2057,4,556,556,4,5,4,0,7546,0,7546,0,5,10790,10662,Blackhole
of:0000000000000007,Port#:2,2096,19009600,20828,152,181,123,662929,556,4,4,3,0,0,0,0,0,8,2930,2826,TCP-SYN
of:0000000000000001,Port#:1,3249,69429777,75892195,4759,2126,0,0,278,2,5,1,0,0,0,0,0,4,15134,15008,Blackhole
of:0000000000000004,Port#:1,183148,102342512,12778044,300606,2640,4,556,278,2,5,2,542,5424,542,5424,542,5,965569,965425,Normal
of:000000000000000b,Port#:2,532,6342747,30459,219,286,4,556,556,4,5,2,0,0,0,0,0,6,146934,146816,PortScan
of:0000000000000003,Port#:1,3478,50660739,38043431,2962,2031,4,560,560,4,5,3,0,0,0,0,0,4,9281,9122,Diversion
of:000000000000000c,Port#:1,366,12608216,39768,401,221,0,0,560,4,5,2,0,0,0,0,0,6,2293,2194,TCP-SYN
of:0000000000000006,Port#:1,661,41673,10107,76,66,100,5889,829,6,5,4,0,0,0,0,0,6,1674,1588,TCP-SYN
of:0000000000000003,Port#:2,3433,75727066,82323970,5675,3317,0,0,278,2,5,3,0,0,0,0,0,4,23474,23246,Diversion
of:0000000000000009,Port#:3,137,18096,18040,138,146,5,598,598,5,5,2,0,0,0,0,0,7,72002,71890,PortScan
of:0000000000000001,Port#:4,113682,25041988,6472976,119575,246,156,6171244,556,4,5,4,0,0,0,0,0,10,235465,235358,PortScan
of:0000000000000004,Port#:2,106,14083,6317510,280,106,4,556,556,4,5,2,0,0,0,0,0,4,565,470,PortScan
of:0000000000000005,Port#:1,860,12667226,12675427,978,562,4,556,278,2,5,2,0,0,0,0,0,4,2277,2207,Blackhole
of:000000000000000a,Port#:4,4261,44481104,88665980,6398,3316,2,278,280,2,5,4,0,0,0,0,0,205,26659,26426,Diversion
of:0000000000000009,Port#:3,158,20692,152418,2599,176,2,278,5300,95,5,1,507,130788,507,130788,507,9,9224,9119,TCP-SYN
of:0000000000000001,Port#:2,288,6318808,6325718,390,121,63,2101875,348,3,5,3,0,0,0,0,0,7,2491,2394,TCP-SYN
of:0000000000000003,Port#:1,1576,6380960,6389600,1635,61,238,13633,2374791,264,5,1,631895,6374214,631895,6374214,631895,10,3338,3260,TCP-SYN
of:000000000000000b,Port#:1,1310,37839123,12814412,2192,1767,0,0,280,2,5,1,0,0,0,0,0,4,4697,4618,Blackhole
of:000000000000000a,Port#:3,107,7535,6317401,276,106,0,0,556,4,5,1,0,0,0,0,0,6,580,489,TCP-SYN
of:000000000000000c,Port#:4,139,19118,19606,146,166,4,556,598,5,5,1,0,0,0,0,0,8,184830,184730,PortScan
of:0000000000000007,Port#:3,592,12623737,12639738,706,136,79,5509,5777159,145,5,1,0,0,0,0,0,8,2672,2570,PortScan
of:0000000000000005,Port#:3,184,25276,25360,186,231,4,556,556,4,5,1,0,0,0,0,0,6,1989,1882,TCP-SYN
of:0000000000000003,Port#:1,3834,44421710,75987608,5437,2656,2,278,280,2,5,4,0,0,0,0,0,4,23774,23546,Diversion
of:0000000000000006,Port#:2,93,12535,6323214,370,91,4,556,3279,41,5,3,0,0,0,0,0,8,857,772,TCP-SYN
of:000000000000000c,Port#:1,6862,101253671,139044852,7513,2536,82,5985,5383643,138,5,3,483,6822,483,6822,483,7,21111,20972,Blackhole
of:0000000000000001,Port#:4,59950,9545826,22129642,59939,126,5193,2378724,280189,5172,5,4,0,0,0,0,0,8,120576,120482,PortScan
of:0000000000000005,Port#:2,192,25644,42160572,197568,231,4,556,294212,5442,4,3,0,0,0,0,0,8,395331,395228,PortScan
of:000000000000000c,Port#:3,925,25229536,12661814,971,226,71,2626398,3392,45,5,1,0,0,0,0,0,7,113942,113883,PortScan
of:0000000000000009,Port#:3,57,7956,7956,57,46,2,280,280,2,5,2,0,0,0,0,0,8,25431,25379,PortScan
of:000000000000000a,Port#:4,986,18942444,25276205,1349,366,0,0,560,4,4,1,0,0,0,0,0,6,3210,3105,Blackhole
of:0000000000000006,Port#:2,659,12627530,12735383,1469,1142,66,4356,5514160,134,5,3,0,148,0,148,0,7,5531,5337,Diversion
of:000000000000000c,Port#:4,7815,126498454,113822160,6378,3146,2,278,280,2,5,5,0,0,0,0,0,204,26110,25878,Diversion
of:0000000000000001,Port#:4,2274,12849662,31770236,2946,2417,4,560,560,4,5,2,0,0,0,0,0,4,7241,7157,Blackhole
of:0000000000000001,Port#:1,3681,88327238,75988786,5398,2777,0,0,278,2,5,2,0,0,0,0,0,4,21093,20868,Diversion
of:0000000000000004,Port#:3,135224,26207071,25880490,129214,251,2,278,278,2,5,3,0,0,0,0,0,8,265006,264899,PortScan
of:000000000000000c,Port#:3,3924,63277813,82194465,4954,2046,2,278,278,2,5,1,0,0,0,0,0,4,13211,13085,Blackhole
of:000000000000000c,Port#:2,5826,157687068,99439414,413672,2457,0,0,560,4,5,2,0,0,0,0,0,6,667969,667833,Normal
of:000000000000000c,Port#:2,243,25209,6320761,303,141,4,556,556,4,5,3,0,6303305,0,6303305,0,6,1264,1168,TCP-SYN
of:0000000000000009,Port#:3,97,12735,20268,207,91,4,556,556,4,4,2,0,0,0,0,0,4,474,382,TCP-SYN
of:0000000000000004,Port#:1,577,12630691,12638322,688,131,5,759,2233418,68,5,3,630328,6310440,630328,6310440,630328,7,1606,1498,TCP-SYN
of:0000000000000003,Port#:3,325,6314062,6353109,635,376,0,0,560,4,5,1,0,0,0,0,0,4,1270,1203,Blackhole
of:0000000000000006,Port#:1,18394,998414,8564,63,51,4,556,556,4,5,1,0,0,0,0,0,5,18577,18489,PortScan
of:0000000000000007,Port#:1,80,10711,1564099,28848,71,2,280,278,2,5,3,0,0,0,0,0,5,29078,28982,PortScan
of:000000000000000c,Port#:4,350398,21132459,59442427,213209,1747,2,278,560,4,5,4,0,0,0,0,0,6,655833,655707,Normal
of:0000000000000003,Port#:1,2159,56771967,31776728,3279,2082,0,0,556,4,5,1,0,0,0,0,0,4,14208,14075,Blackhole
of:000000000000000c,Port#:3,2896,25481286,31801386,3308,2607,2,278,278,2,4,4,0,0,0,0,0,6,17035,16812,Diversion
of:0000000000000003,Port#:3,175,23184,5938879,426,206,4,556,5909306,160,5,3,0,0,0,0,0,8,218428,218326,PortScan
of:0000000000000003,Port#:3,1383,172793,19099267,2115,1727,2,278,280,2,5,3,0,0,0,0,0,6,9694,9568,Blackhole
of:0000000000000004,Port#:2,792,18938117,19496,148,166,4,556,556,4,5,4,0,0,0,0,0,4,2156,2064,TCP-SYN
of:000000000000000b,Port#:2,2935,50615145,38078688,3611,1766,2,280,280,2,5,2,0,0,0,0,0,4,8730,8653,Blackhole
of:0000000000000009,Port#:1,3333,63196303,56914855,3483,1242,4,556,556,4,5,3,0,0,0,0,0,6,10824,10610,Diversion
of:0000000000000009,Port#:1,4081,63283109,31742289,2814,2041,4,556,560,4,5,5,0,0,0,0,0,204,14824,14608,Diversion
of:000000000000000a,Port#:4,913,12660108,31562209,1315,276,4,556,556,4,5,2,0,0,0,0,0,4,2635,2524,PortScan
of:0000000000000003,Port#:3,118466,17629158,51115764,316323,977,4,556,278,2,5,3,0,0,0,0,0,8,982992,982876,Normal
of:000000000000000b,Port#:2,142,18856,12640347,698,156,4,556,2364419,69,5,3,0,0,0,0,0,8,1575,1481,PortScan
of:0000000000000006,Port#:1,1137,31517451,6349053,677,206,4,556,556,4,5,4,0,0,0,0,0,8,3251,3153,PortScan
of:0000000000000005,Port#:1,477,12615819,6338381,545,166,0,0,556,4,5,2,735,7351,735,7351,735,10,6930,6829,TCP-SYN
of:0000000000000001,Port#:1,1626,25291653,25262261,1174,344,2,278,280,2,4,4,0,0,0,0,0,4,3577,3419,Diversion
of:0000000000000008,Port#:2,5490,94845521,25439805,2587,2106,4,556,556,4,5,4,0,0,0,0,0,4,13779,13653,Blackhole
of:0000000000000007,Port#:3,1781,19067421,50664350,3814,1526,4,556,556,4,5,3,0,7284,0,7284,0,506,8262,8132,Blackhole
of:000000000000000b,Port#:1,786,18928687,12669259,1012,356,0,0,278,2,4,1,0,0,0,0,0,5,2733,2629,Blackhole
of:0000000000000003,Port#:4,3703,88328458,76027438,5657,3197,6,380,792,8,5,2,0,0,0,0,0,8,12865,12695,Diversion
of:000000000000000a,Port#:4,2812,75686224,44391371,3845,1982,0,0,560,4,5,2,0,222,0,222,0,204,14516,14301,Diversion
of:000000000000000c,Port#:4,921,56871,6367974,1205,86,98,5450,5450,98,5,1,486,44226,486,44226,486,6,2398,2292,TCP-SYN
of:0000000000000008,Port#:1,199,26450,31660115,119582,236,4,560,274228,5072,4,3,0,0,0,0,0,6,120463,120351,PortScan
of:0000000000000007,Port#:1,82,11103,11155,82,76,4,556,560,4,5,5,0,0,0,0,0,4,256,171,PortScan
of:000000000000000a,Port#:4,618,80394,86079,684,826,4,556,556,4,5,2,0,0,0,0,0,5,3464,3340,Blackhole
of:0000000000000001,Port#:2,12,1012,13701,103,101,0,0,560,4,4,1,0,0,0,0,0,8,3452,3367,TCP-SYN
of:000000000000000b,Port#:1,2086,50475419,38101899,3532,2407,0,0,560,4,5,1,0,0,0,0,0,4,7225,7141,Blackhole
of:0000000000000004,Port#:2,284593,100236816,25509065,305127,1680,4,556,556,4,5,4,0,0,0,0,0,4,957120,956988,Normal
of:0000000000000006,Port#:3,1324,178785,44334804,2989,1926,4,556,560,4,5,4,0,0,0,0,0,7,17853,17732,Blackhole
of:000000000000000a,Port#:3,463,12622021,22359,217,116,79,2758295,3745,48,5,3,0,0,0,0,0,8,109082,108987,PortScan
of:0000000000000003,Port#:2,1690,44153686,25416531,2593,1642,0,0,556,4,5,3,0,0,0,0,0,204,11490,11279,Diversion
of:0000000000000003,Port#:1,2159,12839057,31786679,3215,2387,2,278,278,2,5,2,0,0,0,0,0,4,9024,8886,Blackhole
of:000000000000000a,Port#:4,278,30076,22596,171,201,30,2402,278,2,5,1,0,0,0,0,0,7,6802,6691,TCP-SYN
of:0000000000000003,Port#:4,304680,19168202,68628101,282663,1267,2,278,6186,89,5,4,502,5028,502,5028,502,6,986736,986612,Normal
of:0000000000000007,Port#:2,107698,31007143,54535,631,206,4,556,556,4,5,2,0,0,0,0,0,6,108651,108547,PortScan
of:0000000000000004,Port#:1,2526,6442412,154858,2582,176,106,5870,5870,106,5,2,594,118422,594,118422,594,7,5484,5370,TCP-SYN
of:0000000000000006,Port#:1,258,26963,6322391,312,161,2,278,280,2,4,3,0,0,0,0,0,6,1294,1198,PortScan
of:0000000000000004,Port#:2,2967,50586357,56897647,3260,1192,4,556,556,4,5,3,0,0,0,0,0,4,9897,9688,Diversion
of:0000000000000006,Port#:3,769,12648540,25254514,1103,236,4,556,626,5,5,2,0,0,0,0,0,7,3094,2984,PortScan
of:000000000000000b,Port#:2,437,12619194,68245,1124,91,63,2101874,5632,98,5,2,459,55242,459,55242,459,6,1721,1624,TCP-SYN
of:000000000000000c,Port#:4,64712,3503727,15411,110,126,2,278,278,2,5,2,0,0,0,0,0,5,65394,65285,PortScan
of:0000000000000001,Port#:3,13162,715594,722278,13286,46,3,320,320,3,5,3,0,0,0,0,0,8,26814,26730,PortScan
of:0000000000000006,Port#:3,384,36454,18954860,1025,181,4,556,556,4,5,2,0,0,0,0,0,6,95505,95405,PortScan
of:000000000000000a,Port#:1,759,12649381,32565871,136995,261,5,759,293061,5418,4,3,0,0,0,0,0,5,138474,138370,PortScan
of:0000000000000005,Port#:3,81,11255,11575,84,81,4,556,556,4,5,1,0,0,0,0,0,6,835,733,PortScan
of:0000000000000001,Port#:3,1935,19085357,69551825,3895,1706,4,556,556,4,4,2,0,0,0,0,0,4,8866,8732,Blackhole
of:0000000000000005,Port#:1,1572,37870162,49697,537,246,4,556,556,4,5,4,0,0,0,0,0,6,4028,3923,PortScan
of:0000000000000003,Port#:3,336,30310,12628683,559,116,4,556,556,4,5,2,701,7019,701,7019,701,5,1175,1116,TCP-SYN
of:0000000000000002,Port#:2,280,30207,12629028,507,196,4,556,560,4,5,3,0,0,0,0,0,4,1091,988,TCP-SYN
of:0000000000000007,Port#:1,112,14963,6482740,3302,116,4,560,11248,202,4,4,0,0,0,0,0,6,3728,3630,TCP-SYN
of:0000000000000003,Port#:2,399,6327033,6319915,296,131,5,759,829,6,5,2,0,6303419,0,6303419,0,5,1493,1385,TCP-SYN
of:0000000000000009,Port#:1,230,6311333,8008,59,46,2,278,320,3,5,3,0,0,0,0,0,5,394,311,TCP-SYN
of:0000000000000006,Port#:2,141,18814,18520,134,156,4,556,556,4,5,3,0,0,0,0,0,4,2424,2334,TCP-SYN
of:0000000000000002,Port#:1,1594,95940,6391781,1659,106,101,5794,5794,101,5,3,486,74034,486,74034,486,6,3913,3819,TCP-SYN
of:0000000000000001,Port#:4,619,12636247,6332874,448,191,150,5908705,556,4,5,2,0,0,0,0,0,8,105266,105151,PortScan
of:000000000000000b,Port#:1,2034,50468200,38012945,2910,1462,0,0,560,4,5,2,0,0,0,0,0,4,6568,6413,Diversion
of:000000000000000b,Port#:2,3705,31825055,44412389,3769,2466,4,556,556,4,5,2,0,0,0,0,0,4,10231,10150,Blackhole
of:0000000000000003,Port#:1,2735,69394499,44429283,4058,2437,0,0,278,2,5,1,0,0,0,0,0,606,17487,17353,Blackhole
of:0000000000000001,Port#:1,2084,50471720,38059515,3260,1972,0,0,278,2,4,2,0,0,0,0,0,4,12856,12641,Diversion
of:000000000000000a,Port#:3,428,6330464,19522,144,166,47,3670,556,4,5,1,0,0,0,0,0,7,6707,6607,TCP-SYN
of:0000000000000002,Port#:2,1372,31561914,21522,161,186,148,5908427,280,2,5,5,0,0,0,0,0,8,3359,3254,PortScan
of:0000000000000002,Port#:1,4683,113559926,94942346,6420,3017,0,0,556,4,5,2,0,0,0,0,0,4,13157,12994,Diversion
of:0000000000000004,Port#:1,2325,37904142,75867007,4088,2012,0,0,280,2,5,3,564487,6302552,564487,6302552,564487,205,14754,14538,Diversion
of:0000000000000007,Port#:1,175,23734,19051925,2818,211,4,556,5744,100,4,3,464,109539,464,109539,464,6,6039,5943,TCP-SYN
of:0000000000000004,Port#:2,867,18941583,15677,117,126,2,278,278,2,5,1,0,0,0,0,0,5,55765,55660,PortScan
of:000000000000000c,Port#:1,186,6304399,24688,240,136,65,2363859,3196,42,5,2,0,0,0,0,0,6,971,878,PortScan
of:0000000000000001,Port#:3,2508,56791190,56974615,3845,1982,0,0,560,4,5,2,0,0,0,0,0,4,8952,8793,Diversion
of:0000000000000007,Port#:1,153,21452,6332418,440,191,4,556,789175,33,5,3,118242,6310440,118242,6310440,118242,6,1012,900,TCP-SYN
of:0000000000000004,Port#:3,2120,6420301,6405458,1907,111,96,5354,5354,96,5,3,502,6390335,502,6390335,502,8,4206,4099,TCP-SYN
of:000000000000000c,Port#:2,382,12608948,55661,550,384,0,0,280,2,4,3,0,0,0,0,0,4,3918,3760,Diversion
of:0000000000000008,Port#:2,405,6326397,12629252,568,116,4,556,2626955,75,4,2,0,0,0,0,0,5,977,919,PortScan
of:000000000000000a,Port#:4,3524,19092695,26646,199,241,126,925134,280,2,5,5,0,0,0,0,0,8,7568,7471,TCP-SYN
of:0000000000000005,Port#:3,101,13453,20986,211,101,4,556,556,4,4,1,0,0,0,0,0,6,1120,1019,TCP-SYN
of:000000000000000a,Port#:4,1037,12654486,37995663,2467,1717,0,0,556,4,5,2,0,0,0,0,0,606,9584,9457,Blackhole
of:0000000000000009,Port#:3,153,10767,6339825,486,316,46,3313,3808106,100,5,2,0,0,0,0,0,6,1945,1841,Blackhole
of:0000000000000009,Port#:2,2474,6442448,12623741,475,136,167,2500644,278,2,4,4,0,0,0,0,0,8,5464,5371,TCP-SYN
of:000000000000000c,Port#:3,1798,107602,106852,1786,116,162,10145,5582,97,5,3,502,84402,502,84402,502,8,4340,4251,TCP-SYN
of:0000000000000005,Port#:2,721,18936550,26614,202,241,2,278,278,2,5,2,0,0,0,0,0,4,2344,2242,PortScan
of:0000000000000004,Port#:2,96,13243,13117,93,101,4,556,556,4,5,3,0,0,0,0,0,8,1435,1344,TCP-SYN
of:000000000000000a,Port#:3,319,6322579,6475660,3093,161,2,278,5410,97,5,3,0,0,0,0,0,8,6442,6349,TCP-SYN
of:0000000000000001,Port#:2,3314,75719500,76021500,5525,3287,0,0,556,4,5,3,0,0,0,0,0,6,25848,25619,Diversion
of:000000000000000a,Port#:3,3763,44441966,82292816,5253,3196,6,510,560,4,5,4,0,0,0,0,0,6,23665,23434,Diversion
of:000000000000000b,Port#:1,421,6329872,6322262,311,161,2,278,278,2,5,3,0,6303306,0,6303306,0,6,989,890,TCP-SYN
of:000000000000000a,Port#:4,371,164899,25328986,2640,136,27,133190,6802,118,5,1,53194,6396269,53194,6396269,53194,9,3255,3155,TCP-SYN
of:000000000000000a,Port#:3,1629,19042821,37976157,2491,1261,2,278,4768,70,5,4,0,6612,0,6612,0,8,8494,8288,Diversion
of:0000000000000007,Port#:1,133,17942,98504,226,146,5,436,560,4,5,4,0,0,0,0,0,7,2994,2897,Overflow
of:0000000000000005,Port#:2,210,23736,6327464,391,194,4,560,560,4,5,3,0,0,0,0,0,4,1056,946,Diversion
of:000000000000000b,Port#:2,91,12095,11727,83,86,2,278,278,2,5,3,5437,54378,5437,54378,5437,5,1709,1611,TCP-SYN
of:0000000000000001,Port#:3,2108,6420031,12716455,2183,121,135,8185,2106781,157,5,3,631416,6390035,631416,6390035,631416,10,4704,4611,TCP-SYN
of:0000000000000004,Port#:3,10521,208448536,12895838,2808,2687,134,5514160,4582,65,5,4,0,0,0,0,0,8,25973,25734,Diversion
of:0000000000000003,Port#:1,302,32269,25093092,114630,211,4,556,6861,96,5,3,0,0,0,0,0,10,224210,224115,PortScan
of:0000000000000002,Port#:2,1100,12778331,18937870,1080,366,4,556,560,4,4,3,0,0,0,0,0,9978,4417,4305,Overflow
of:000000000000000a,Port#:1,2271,133422,17838,127,151,97,5408,278,2,5,3,0,0,0,0,0,6,3746,3647,TCP-SYN
of:0000000000000001,Port#:4,6282,119262644,69631741,4619,2366,149,5515364,556,4,4,4,0,0,0,0,0,10,17021,16894,Blackhole
of:0000000000000004,Port#:3,750,18926021,12657462,881,266,0,0,278,2,4,2,0,0,0,0,0,4,3485,3381,PortScan
of:000000000000000c,Port#:2,2483,56789612,56942091,3597,1642,0,0,560,4,5,3,0,0,0,0,0,6,14616,14400,Diversion
of:0000000000000006,Port#:2,77,10505,1895755,34988,71,2,278,280,2,5,3,0,0,0,0,0,6,64513,64426,PortScan
of:0000000000000004,Port#:1,1943,44174014,38039436,3046,1776,0,0,278,2,5,1,0,0,0,0,0,4,7094,7017,Blackhole
of:0000000000000003,Port#:2,1871,31586291,56974641,3648,2232,0,0,278,2,5,2,0,0,0,0,0,7,15794,15661,Blackhole
of:0000000000000007,Port#:2,6237,88630945,245126,1802,2666,51,3789,278,2,5,2,0,0,0,0,0,5,14747,14609,Blackhole
of:000000000000000c,Port#:2,361,12607883,30501,350,106,0,0,556,4,5,1,0,0,0,0,0,6,1494,1398,PortScan
of:0000000000000007,Port#:2,6263,88634559,248740,1828,2706,2,278,278,2,5,2,0,0,0,0,0,4,14851,14713,Blackhole
of:000000000000000a,Port#:3,100,13799,14161,104,111,2,278,278,2,5,1,0,0,0,0,0,6,1208,1106,PortScan
of:0000000000000008,Port#:2,3398,44375260,56993936,3920,2302,4,556,556,4,5,3,0,0,0,0,0,4,10118,9956,Diversion
of:0000000000000005,Port#:2,512,6334335,15579,112,126,3,320,630,5,4,3,0,0,0,0,0,6,1206,1114,TCP-SYN
of:000000000000000a,Port#:1,1660,25279480,44374346,2264,336,0,0,602,5,5,4,0,0,0,0,0,4,4893,4788,Overflow
of:0000000000000009,Port#:1,3587,12796379,6332761,442,191,99,5686,556,4,5,1,0,0,0,0,0,5,4775,4671,TCP-SYN
of:0000000000000002,Port#:1,660,6335157,9234,68,56,163,2369491,560,4,5,5,0,0,0,0,0,8,1308,1231,TCP-SYN
of:0000000000000009,Port#:2,143,19002,19044,144,156,4,560,560,4,5,2,0,0,0,0,0,4,294,227,PortScan
of:0000000000000001,Port#:1,189,17996,6313351,247,66,5,759,759,5,5,2,0,0,0,0,0,6,570,470,PortScan
of:0000000000000002,Port#:1,190,25140,25140,190,226,2,278,278,2,5,1,0,0,0,0,0,5,2776,2666,PortScan
of:0000000000000005,Port#:1,75,10259,6313612,248,66,6,829,829,6,5,3,0,6303353,0,6303353,0,5,461,355,TCP-SYN
of:000000000000000c,Port#:4,67,9120,9120,67,56,4,556,556,4,5,1,0,0,0,0,0,7,1232,1140,TCP-SYN
of:000000000000000c,Port#:3,1267,170821,6488864,1619,1867,2,278,280,2,5,3,0,0,0,0,0,6,11801,11677,Blackhole
of:0000000000000005,Port#:2,440,12619007,19913,203,86,2,278,280,2,5,3,0,0,0,0,0,4,1151,1064,TCP-SYN
of:000000000000000c,Port#:3,3183,44331281,25434333,2835,1651,4,556,280,2,5,4,0,0,0,0,0,4,14634,14418,Diversion
of:000000000000000c,Port#:1,123,16506,16228,121,131,5,759,829,6,4,3,0,0,0,0,0,6,1159,1051,TCP-SYN
of:0000000000000009,Port#:2,105,14009,21212,206,106,4,556,560,4,5,3,0,0,0,0,0,4,601,516,PortScan
of:0000000000000001,Port#:2,417,6290494,12624919,532,76,1,70,602,5,5,1,0,0,0,0,0,6,1115,1025,PortScan
of:0000000000000001,Port#:4,98130,24194778,11597089,97920,176,5002,270278,270320,5003,5,4,0,0,0,0,0,10,196802,196711,PortScan
of:000000000000000c,Port#:4,3056,6464234,19073478,3306,161,166,2631527,8259,136,5,1,642891,6428911,642891,6428911,642891,8,6467,6400,TCP-SYN
of:0000000000000003,Port#:1,864,111501,19040031,1662,1152,4,556,556,4,5,3,29,294,29,294,29,104,4557,4416,Diversion
of:000000000000000c,Port#:1,403,42456,6355918,723,316,2,278,278,2,5,2,0,0,0,0,0,4,1951,1834,Blackhole
of:0000000000000009,Port#:2,327,37126,12644301,677,276,4,556,626,5,5,3,0,0,0,0,0,4,3242,3132,PortScan
of:0000000000000001,Port#:2,2223,31610404,75926116,4456,2676,0,0,556,4,5,2,0,6303287,0,6303287,0,606,18738,18610,Blackhole
of:0000000000000009,Port#:2,2534,12743063,22796,168,201,99,5516,280,2,4,5,0,0,0,0,0,8,5614,5518,TCP-SYN
of:0000000000000003,Port#:2,1177,25247070,25404182,2330,1706,0,0,556,4,5,2,0,0,0,0,0,4,10071,9951,Blackhole
of:0000000000000004,Port#:2,287335,138204806,25577356,305671,2350,4,556,556,4,5,4,0,8077,0,8077,0,5,962964,962820,Normal
of:0000000000000001,Port#:4,446,24424,36793,531,101,96,5184,5740,100,5,1,513,22788,513,22788,513,8,1435,1344,TCP-SYN
of:0000000000000003,Port#:2,2729,19151166,31735249,2741,1946,2,278,278,2,5,3,0,0,0,0,0,5,12510,12387,Blackhole
of:000000000000000b,Port#:2,4781,63377588,57055986,4325,3026,4,560,560,4,5,3,0,0,0,0,0,7,12074,11907,Diversion
of:0000000000000009,Port#:3,4686,6558618,6558634,4687,136,268,2899411,13321,230,5,3,1047,203958,1047,203958,1047,10,10047,9945,TCP-SYN
of:0000000000000003,Port#:2,1871,31586291,56972973,3636,2212,0,0,556,4,4,2,0,0,0,0,0,6,15296,15163,Blackhole
of:000000000000000c,Port#:2,3355,82013836,69620902,4671,2152,0,0,560,4,5,3,603894,6039814,603894,6039814,603894,6,19204,18980,Diversion
of:000000000000000b,Port#:2,3823,56980486,44363070,3305,2141,2,280,280,2,5,3,0,0,0,0,0,4,9972,9808,Diversion
of:0000000000000007,Port#:3,1619,12762612,31704050,2595,1496,4,556,556,4,5,2,0,0,0,0,0,4,8719,8593,Blackhole
of:0000000000000004,Port#:2,264,28041,6323639,320,176,2,278,278,2,5,3,0,0,0,0,0,6,1882,1782,PortScan
of:0000000000000003,Port#:3,1328,19007974,25343286,1972,972,5,598,626,5,4,4,0,0,0,0,0,4,7038,6877,Diversion
of:0000000000000006,Port#:3,82901,23369530,26667,261,151,5386,291014,278,2,5,3,0,0,0,0,0,6,159915,159816,PortScan
of:0000000000000004,Port#:2,3477,56914021,63195469,3327,1232,65,4582,5645430,137,4,5,0,0,0,0,0,6,10235,10034,Diversion
of:000000000000000b,Port#:1,14,1172,15535,114,121,1,70,560,4,4,2,0,0,0,0,0,8,2533,2436,TCP-SYN
of:000000000000000c,Port#:1,11,926,32025,145,116,0,0,17932,45,5,5,454493,4544934,454493,4544934,454493,6,702,606,Overflow
of:0000000000000003,Port#:2,521,6334986,15537,113,126,84,5985,348,3,4,1,0,0,0,0,0,7,1792,1690,PortScan
of:000000000000000a,Port#:3,176,23194,22958,165,206,4,556,556,4,4,2,0,0,0,0,0,7,98859,98749,PortScan
of:0000000000000003,Port#:1,1602,217326,56957875,3718,2356,2,278,280,2,4,4,0,0,0,0,0,6,21073,20944,Blackhole
of:0000000000000008,Port#:2,906,18947482,6333407,453,196,39,3143,2364415,69,5,4,0,0,0,0,0,8,2770,2673,PortScan
